maturity,moneyness,impliedVolatility
0.5722108145106092,1.118999974867877,0.22456929009047547
0.5722108145106092,1.087028547014509,0.24728028487761564
0.5722108145106092,1.0568333095974392,0.23281932009165507
0.5722108145106092,1.0282702471758869,0.23712054607123384
0.5722108145106092,1.001210503829153,0.22251977084117197
0.5722108145106092,0.9755384396284055,0.22085829384558414
0.5722108145106092,0.9511499786376953,0.21662219594702958
0.5722108145106092,0.9279511986709222,0.20883698893408129
0.5722108145106092,0.9058571225120908,0.20850030772878286
0.5722108145106092,0.8847906778025073,0.20211642252966616
0.5722108145106092,0.8646817987615412,0.20272073045593247
0.648870636550308,1.118999974867877,0.26275267214374304
0.648870636550308,1.087028547014509,0.2498150996016987
0.648870636550308,1.0568333095974392,0.24165484199188889
0.648870636550308,1.0282702471758869,0.23420615060858863
0.648870636550308,1.001210503829153,0.23001344975275864
0.648870636550308,0.9755384396284055,0.22446183004688364
0.648870636550308,0.9511499786376953,0.2177745346161461
0.648870636550308,0.9279511986709222,0.21294950716652075
0.648870636550308,0.9058571225120908,0.20767612235808175
0.648870636550308,0.8847906778025073,0.20576633150053406
0.648870636550308,0.8646817987615412,0.20220536463847036
0.8213552361396304,1.118999974867877,0.26069105552803146
0.8213552361396304,1.087028547014509,0.24858149311582128
0.8213552361396304,1.0568333095974392,0.24081587775268026
0.8213552361396304,1.0282702471758869,0.24180657642316272
0.8213552361396304,1.001210503829153,0.24140630977059516
0.8213552361396304,0.9755384396284055,0.23468363566809167
0.8213552361396304,0.9511499786376953,0.22910571136584024
0.8213552361396304,0.9279511986709222,0.22382236795488825
0.8213552361396304,0.9058571225120908,0.21804066090576654
0.8213552361396304,0.8847906778025073,0.21168722420536218
0.8213552361396304,0.8646817987615412,0.19954173258412614
1.0704996577686516,1.118999974867877,0.2617477840965144
1.0704996577686516,1.087028547014509,0.23955340294212046
1.0704996577686516,1.0568333095974392,0.25766495171460574
1.0704996577686516,1.0282702471758869,0.2547576261869761
1.0704996577686516,1.001210503829153,0.24893570249925354
1.0704996577686516,0.9755384396284055,0.23378460752830216
1.0704996577686516,0.9511499786376953,0.2401040709100194
1.0704996577686516,0.9279511986709222,0.23500205557683665
1.0704996577686516,0.9058571225120908,0.22422118616130413
1.0704996577686516,0.8847906778025073,0.22715857124083108
1.0704996577686516,0.8646817987615412,0.2245540040519649
1.319644079397673,1.118999974867877,0.27570034003620314
1.319644079397673,1.087028547014509,0.267354569045925
1.319644079397673,1.0568333095974392,0.2630829780767298
1.319644079397673,1.0282702471758869,0.2575102214113373
1.319644079397673,1.001210503829153,0.24627654812378794
1.319644079397673,0.9755384396284055,0.23377446667787427
1.319644079397673,0.9511499786376953,0.23309836972031972
1.319644079397673,0.9279511986709222,0.2441776664911624
1.319644079397673,0.9058571225120908,0.23739407767213042
1.319644079397673,0.8847906778025073,0.22470499213945577
1.319644079397673,0.8646817987615412,0.232111716814792
1.568788501026694,1.118999974867877,0.2652738637731596
1.568788501026694,1.087028547014509,0.2753689194750912
1.568788501026694,1.0568333095974392,0.2635783071018753
1.568788501026694,1.0282702471758869,0.2519962974339567
1.568788501026694,1.001210503829153,0.2608933271577087
1.568788501026694,0.9755384396284055,0.23853756639808107
1.568788501026694,0.9511499786376953,0.2572762304044203
1.568788501026694,0.9279511986709222,0.23450933493204296
1.568788501026694,0.9058571225120908,0.24382098310110983
1.568788501026694,0.8847906778025073,0.2398342247898975
1.568788501026694,0.8646817987615412,0.2374307351590834
1.6454483230663928,1.118999974867877,0.27289889897799846
1.6454483230663928,1.087028547014509,0.26258649808907986
1.6454483230663928,1.0568333095974392,0.26807409284085004
1.6454483230663928,1.0282702471758869,0.2611224405761493
1.6454483230663928,1.001210503829153,0.2595393512115538
1.6454483230663928,0.9755384396284055,0.24271435441226752
1.6454483230663928,0.9511499786376953,0.24819423196857057
1.6454483230663928,0.9279511986709222,0.24306090186524423
1.6454483230663928,0.9058571225120908,0.24164231271914188
1.6454483230663928,0.8847906778025073,0.23776127880978457
1.6454483230663928,0.8646817987615412,0.2396150078141922
