6.269268429729089043e-01,2.730532785699041343e-01,2.178720175818840699e-02,-7.482683035675957717e-01,1.437741697182854272e+00,5.755458785358416041e-01,3.189956902283675455e-01,2.576678564370861735e-01,1.174666494119643578e-01,5.526891697859683816e-01
1.051641807269367401e+00,5.525273038485738475e-01,4.396318002385987689e-02,-5.434109355310674516e-01,2.611234472738496848e+00,5.430465571579141670e-01,4.315434635109587913e-01,4.397772215039875698e-01,1.912948218211275864e-01,6.164716472264865077e-01
1.275548522189078771e+00,7.488979890179358057e-01,4.205716668314371520e-02,-4.246134393521824868e-01,2.074665397804555944e+00,5.713690090633233298e-01,1.025422852165218807e-01,4.556669765060422095e-01,1.802830165940327578e-01,4.870595569434935102e-01
1.285528658280620462e+00,6.184849523446587227e-01,1.024585547395266173e-02,-1.826852699464838192e-01,3.767815790901637985e-01,1.833135597268304162e-01,1.932461829617252436e-01,4.033721996889254036e-01,1.923785486336127282e-01,6.107854045684401045e-01
7.571773871184259708e-01,2.095804587643613215e-01,4.631972417594526492e-02,-3.139723219925751874e-01,1.457659129623114280e+00,5.160220678426202801e-01,5.329698704678797333e-02,2.279634763197628256e-01,8.677031206456735368e-02,4.511351684879193469e-01
6.637971733912889638e-01,2.167176079192476124e+00,3.725172873741267737e-02,-1.166746344797022772e-01,1.413531236117394896e-01,2.026706435983544885e-01,2.570116219545520719e-01,3.582621352111367563e-01,3.597847150224116608e-01,5.837648256756666765e-01
1.298092929274940133e+00,1.976356610517383761e+00,3.924436021245961831e-02,-1.227534294834070616e-01,6.560261503769013736e-01,4.208878521127936700e-01,1.826436606817601060e-01,3.511306561375269752e-01,2.904605896575129242e-01,4.744839091772638517e-01
1.262026625494264920e+00,1.123738677883159953e+00,2.713466254482214263e-03,-1.222796325741327683e-01,9.242120436469212219e-01,2.481420962288825027e-01,3.509204999531458924e-01,3.543820720949122927e-01,2.484361243578908085e-01,5.944250412161049546e-01
1.147791769008765783e+00,7.664233510982136899e-01,3.633837353273681688e-04,-5.639691044957936272e-01,9.784121815780058018e-01,1.800888038243607936e-01,4.230962612370311321e-02,3.968120371688018122e-01,2.116254650870759146e-01,6.128903453814030788e-01
9.712322308020742145e-01,6.114274040150381451e-01,4.086059509769592729e-02,-3.060009382772097553e-01,1.536225163796908433e+00,5.773902704788186346e-01,3.227283453354158893e-01,3.661460835185179064e-01,1.854218642701249697e-01,5.654746409249428174e-01
1.353420135165240845e+00,4.290307983958855376e-01,5.874327049484802908e-03,-3.810093481663064940e-01,2.970164289457938867e-01,4.345129616187000110e-01,1.355930492291259060e-01,2.869046506944601393e-01,1.444817230897996185e-01,5.517647017756324157e-01
9.312745450952389925e-01,2.370829532754437974e+00,1.565791178799435038e-02,-6.569103433528611369e-01,2.516951149580887837e+00,7.007666515122864537e-01,1.636427329038278311e-01,2.326164894805643479e-01,2.439400033110176724e-01,3.788467055846344023e-01
1.123034716959693924e+00,8.836559210472197945e-01,4.273725063812561231e-02,-5.186350944768114424e-02,1.265302864807490435e+00,3.707953375456118361e-01,3.923464682114916058e-01,4.629372993289276872e-01,2.531237275666833875e-01,6.459592473518470657e-01
9.633616208944522086e-01,1.457779979341315979e+00,1.292435375573209970e-02,-2.949630425265387101e-01,1.342657626496401191e+00,6.617282914711904995e-01,1.880589682370097104e-01,2.205778639119171936e-01,2.110133027738550771e-01,4.270585106533444919e-01
1.091372609877012234e+00,1.633020950399846738e+00,1.138358045265898746e-02,-7.113163211441394518e-01,1.051052251907821922e-01,2.408008973565279598e-01,3.575405057844128764e-01,3.665753427150710841e-01,3.128242315036431354e-01,6.165052231443532982e-01
