maturity,moneyness,impliedVolatility
0.5147159479808351,1.1347537316397887,0.22668620702372874
0.5147159479808351,1.1323290441790197,0.13506733936341148
0.5147159479808351,1.1275106227144283,0.22511294525962988
0.5147159479808351,1.11564208984375,0.21235936823618884
0.5147159479808351,1.1040208180745443,0.18454281745408482
0.5147159479808351,1.1017255564985058,0.2077625963212153
0.5147159479808351,1.0971635459125906,0.1847952438918135
0.5147159479808351,1.09263916015625,0.18226059551622628
0.5147159479808351,1.0881519356792222,0.20242441214249954
0.5147159479808351,1.0814897809709823,0.18995286223362648
0.5147159479808351,1.070565641769255,0.07179358929224418
0.5147159479808351,1.0598599853515625,0.15346337675931748
0.5147159479808351,1.0535387528345552,0.1655033404649974
0.5147159479808351,1.0493663221302598,0.17446566968928323
0.5147159479808351,1.0431692769208292,0.18214478471843784
0.5147159479808351,1.0390784170113359,0.1492888308103144
0.5147159479808351,1.0370449954516268,0.16681887181487315
0.5147159479808351,1.0350195169448853,0.11980116554714676
0.5147159479808351,1.0330019350405093,0.12027260491498315
0.5147159479808351,1.03099220364938,0.12554191431368542
0.5147159479808351,1.0289902770403518,0.1568372899380633
0.5147159479808351,1.0269961098367855,0.166621664602651
0.5147159479808351,1.0250096570131166,0.16364187192272958
0.5147159479808351,1.0210597161383068,0.14976893857513016
0.5147159479808351,1.0190961397611178,0.15258709856131666
0.5147159479808351,1.0171401011051464,0.1549672581905181
0.5147159479808351,1.0151915568501557,0.1601199575948133
0.5147159479808351,1.01325046400723,0.14529023623959036
0.5147159479808351,1.011316779915613,0.10885221895057431
0.5147159479808351,1.0093904622395833,0.14717243667252491
0.5147159479808351,1.0074714689653637,0.1403276843530992
0.5147159479808351,1.0055597583980669,0.14644360856861705
0.5147159479808351,1.0036552891586765,0.15028063788231127
0.5147159479808351,1.001758020181061,0.14452574988303193
0.5147159479808351,0.9998679107090213,0.13068017174339427
0.5147159479808351,0.9979849202933734,0.1462000729540641
0.5147159479808351,0.9961090087890625,0.14017599794163227
0.5147159479808351,0.99424013635231,0.15532541933186092
0.5147159479808351,0.9923782634377926,0.15453605749871635
0.5147159479808351,0.9905233507958529,0.13891600618517477
0.5147159479808351,0.9886753594697412,0.15012045062304308
0.5147159479808351,0.9813518382884838,0.13620406989388267
0.5147159479808351,0.9723486104142776,0.1309494311283802
0.5147159479808351,0.9635090775923295,0.13004071995000696
0.5147159479808351,0.9548288156320383,0.11816430995749723
0.5147159479808351,0.9463035583496093,0.131180219760878
0.5147159479808351,0.937929190576604,0.11421588540435887
0.5147159479808351,0.9297017415364583,0.11633558704053269
0.5147159479808351,0.9216173785665761,0.11063858944342973
0.5147159479808351,0.91367240116514,0.11123631048175431
0.5147159479808351,0.9058632353432158,0.1187802658478201
0.5147159479808351,0.898186428264036,0.1073845126195413
0.5147159479808351,0.8906386431525736,0.11472080550146495
0.5147159479808351,0.8832166544596354,0.10969886251334561
0.5147159479808351,0.8759173432657541,0.10570782026631685
0.5147159479808351,0.8687376929111168,0.10763249472737277
0.5147159479808351,0.8616747848386687,0.10604400673668163
0.5147159479808351,0.8547257946383569,0.11668001028796077
0.5722108145106092,1.1396343928511425,0.17946439775399792
0.5722108145106092,1.1275106227144283,0.17713525321957613
0.5722108145106092,1.11564208984375,0.17819967498715752
0.5722108145106092,1.1040208180745443,0.18903288090277
0.5722108145106092,1.09263916015625,0.16435196697323307
0.5722108145106092,1.0814897809709823,0.18615498798210528
0.5722108145106092,1.070565641769255,0.17421654874813733
0.5722108145106092,1.0598599853515625,0.16915755945691532
0.5722108145106092,1.0493663221302598,0.15666236867784927
0.5722108145106092,1.0390784170113359,0.16068825393517525
0.5722108145106092,1.0289902770403518,0.15323398111479145
0.5722108145106092,1.0190961397611178,0.15415300326074158
0.5722108145106092,1.0093904622395833,0.15008688320577937
0.5722108145106092,0.9998679107090213,0.15118033734113293
0.5722108145106092,0.9905233507958529,0.14050967139421355
0.5722108145106092,0.9813518382884838,0.1379964404716294
0.5722108145106092,0.9723486104142776,0.1385462497558492
0.5722108145106092,0.9635090775923295,0.13310293633660067
0.5722108145106092,0.9548288156320383,0.1314890832872602
0.5722108145106092,0.9463035583496093,0.12563652255636745
0.5722108145106092,0.937929190576604,0.11970458890010122
0.5722108145106092,0.9297017415364583,0.12072237776876829
0.5722108145106092,0.9216173785665761,0.11793691623916845
0.5722108145106092,0.91367240116514,0.11649088705778846
0.5722108145106092,0.9058632353432158,0.11355760821983236
